fid,obj_type,info,damage_gra,event_time,country,filename,txt,act_id,interpret,settl_type,subtype,functional,road_type,simplified,objectid,length,area,area_ha,emsr_id,fwi,wui_label
2547,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,4.521350867,,,,,
2548,"215 Harbours, waterways, dams and other waterworks",21514 Navigable canals,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,13.16664391,,,,,
2549,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,0.09712195,,,,,
2550,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,0.162936761,,,,,
2551,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,10.12005701,,,,,
2552,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,0.261806042,,,,,
2553,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,10.9539395,,,,
2554,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,23.20843229,,,,
2555,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,24.54716963,,,,
2556,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,34.2126213,,,,
2557,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,446.4546836,,,,
2558,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,25.51106347,,,,
2559,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,34.65157006,,,,
2560,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,0.240201663,,,,
2561,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,0.012057207,,,,
2562,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,356.8529647,,,,,
2563,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,66.85366692,,,,,
2564,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,2.041806498,,,,,
2565,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,0.284716261,,,,,
2566,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,64311.2714,,,,
2567,2 Agricultural Areas,22 Permanent crops,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,512.8595144,,,,
2568,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,7557.675345,,,,
2569,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,71.99126846,,,,
2570,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,25.18610843,,,,
2571,4 Wetlands,41 Inland wetlands,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,3030.985743,,,,
2572,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,3375.803671,,,,
2573,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,740.8295907,,,,
2574,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,2.641048208,,,,
2575,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,0.183442134,,,,
2576,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,0.539257464,,,,
2577,4 Wetlands,41 Inland wetlands,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,23.88969715,,,,
2578,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT02_summaryTable_v1.xlsx,,,,,,,,,,,5.722271534,,,,
2579,12 Non-residential Buildings,122 Office buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,27.46297134,,,,
2580,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,5.223030781,,,,
2581,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,893.6517796,,,,
2582,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,6.258340065,,,,
2583,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,9.384279199,,,,
2584,12 Non-residential Buildings,1279 Military,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,12.77458507,,,,
2585,12 Non-residential Buildings,1280 Cemetery,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,25.32366428,,,,
2586,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,1719.645906,,,,
2587,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,322.8477502,,,,
2588,12 Non-residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,83.52566164,,,,
2589,995 Unclassified,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,32.30457469,,,,
2590,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.602340123,,,,
2591,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.926478516,,,,
2592,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,24.03309534,,,,
2593,213 Airfield,21312 Helipad,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.094391494,,,,
2594,"215 Harbours, waterways, dams and other waterworks",21514 Navigable canals,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,12.58182634,,,,
2595,"211 Highways, Streets and Roads",2111 Highways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,36.18833387,,,,,
2596,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,106.307561,,,,,
2597,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,177.6639721,,,,,
2598,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,797.734488,,,,,
2599,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,1469.580027,,,,,
2600,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,75.58069414,,,,,
2601,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,4.521350867,,,,,
2602,"215 Harbours, waterways, dams and other waterworks",21514 Navigable canals,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,13.16664391,,,,,
2603,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,0.393971559,,,,,
2604,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,3.937253556,,,,,
2605,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,6.38176329,,,,,
2606,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,29.85004482,,,,,
2607,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,0.253854109,,,,,
2608,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,23.20843229,,,,
2609,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,25.51106347,,,,
2610,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,10.9539395,,,,
2611,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,24.54716963,,,,
2612,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,34.2126213,,,,
2613,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,446.4546836,,,,
2614,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,34.65157006,,,,
2615,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.061204399,,,,
2616,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,1.349151657,,,,
2617,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,356.8529647,,,,,
2618,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,66.85366692,,,,,
2619,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,4.206417999,,,,,
2620,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,0.119426931,,,,,
2621,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,64311.2714,,,,
2622,2 Agricultural Areas,22 Permanent crops,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,512.8595144,,,,
2623,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,7557.675345,,,,
2624,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,71.99126846,,,,
2625,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,25.18610843,,,,
2626,4 Wetlands,41 Inland wetlands,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,3030.985743,,,,
2627,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,3375.803671,,,,
2628,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,1874.203066,,,,
2629,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,9.965137145,,,,
2630,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,5.41063315,,,,
2631,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,0.320495492,,,,
2632,4 Wetlands,41 Inland wetlands,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,168.0959057,,,,
2633,998 Other,998 Other,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_MONIT03_summaryTable_v1.xlsx,,,,,,,,,,,10.35605429,,,,
2634,12 Non-residential Buildings,122 Office buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,27.46297134,,,,
2635,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,5.223030781,,,,
2636,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,893.6517796,,,,
2637,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,6.258340065,,,,
2638,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,9.384279199,,,,
2639,12 Non-residential Buildings,1279 Military,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,12.77458507,,,,
2640,12 Non-residential Buildings,1280 Cemetery,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,25.32366428,,,,
2641,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1719.645906,,,,
2642,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,322.8477502,,,,
2643,12 Non-residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,83.52566164,,,,
2644,995 Unclassified,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,32.30457469,,,,
2645,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.110015137,,,,
2646,12 Non-residential Buildings,1280 Cemetery,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.115349463,,,,
2647,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.024397018,,,,
2648,11 Residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1.656094546,,,,
2649,12 Non-residential Buildings,997 Not Applicable,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.004310299,,,,
2650,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,24.03309534,,,,
2651,213 Airfield,21312 Helipad,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.094391494,,,,
2652,"215 Harbours, waterways, dams and other waterworks",21514 Navigable canals,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,12.58182634,,,,
2653,"211 Highways, Streets and Roads",2111 Highways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,36.18833387,,,,,
2654,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,106.307561,,,,,
2655,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,177.6639721,,,,,
2656,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,797.734488,,,,,
2657,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1469.580027,,,,,
2658,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,75.58069414,,,,,
2659,213 Airfield,2130 Airfield runways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,4.521350867,,,,,
2660,"215 Harbours, waterways, dams and other waterworks",21514 Navigable canals,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,13.16664391,,,,,
2661,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.652953908,,,,,
2662,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.783178464,,,,,
2663,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,4.831619564,,,,,
2664,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,23.94671552,,,,,
2665,212 Railways,2121 Long-distance railways,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.634617784,,,,,
2666,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,23.20843229,,,,
2667,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,25.51106347,,,,
2668,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,10.9539395,,,,
2669,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,24.54716963,,,,
2670,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,34.2126213,,,,
2671,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,446.4546836,,,,
2672,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,34.65157006,,,,
2673,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.049612345,,,,
2674,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1.247545345,,,,
2675,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,356.8529647,,,,,
2676,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,66.85366692,,,,,
2677,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,7.652665017,,,,,
2678,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.879198702,,,,,
2679,2 Agricultural Areas,21 Arable land,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,64311.2714,,,,
2680,2 Agricultural Areas,22 Permanent crops,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,512.8595144,,,,
2681,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,7557.675345,,,,
2682,3 Forests and Semi-natural Areas,31 Forests,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,71.99126846,,,,
2683,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,25.18610843,,,,
2684,4 Wetlands,41 Inland wetlands,Not Affected,10/20/2024,Italy,EMSR771_AOI01_DEL_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,3030.985743,,,,
